Brand,Product,Price,Image_Link,Product_Link,summary,Fragrance Family,Key Notes,Benefits,How To Use,Ingredients
NOYZÂ,Only Human Eau De Parfum,$85.00,,https://www.ulta.com/p/only-human-eau-de-parfum-pimprod2054674?sku=2645672,"A skin-hugging gourmand that evokes the warmth of connection. Warm Vanilla Bean, creamy Ambroxan, and spiced Moroccan Cedarwood â Only Human by NOYZ.",Skin-Hugging Gourmand,Top: Pink Pepper / Italian BergamotMiddle: Waterlily / BambooBase: Vanilla Bean / Ambroxan / Cedarwood Item 2645672,,,
ValentinoÂ,Voce Viva Eau de Parfum,$108.00 - $180.00,,https://www.ulta.com/p/voce-viva-eau-de-parfum-pimprod2017833?sku=2569443,Valentino Voce Viva Eau de Parfum is a radiant floral perfume that combines the sound of your voice and scent of your fragrance to celebrate every woman.,Floral,"Top - italian bergamot essence, mandarin essenceMiddle - orange blossom absolute, golden gardenia accordBase - crystal moss accord, vanilla, tonka bean Item 2569443",,,
DiorÂ,Hypnotic Poison Eau de Toilette,$98.00 - $120.00,,https://www.ulta.com/p/hypnotic-poison-eau-de-toilette-xlsImpprod13231203?sku=2018642,"The magnetic seduction of Dior heightened by sensual and captivating vanilla. Exuding a brazen, conquering spirit, Hypnotic Poison Eau de Toilette is an intriguing warm fragrance that breaks with convention.",Ambery,Bitter AlmondSambac JasmineVanilla Item 2018642,,,
Ariana GrandeÂ,Ari Eau de Parfum,$50.00 - $72.00,,https://www.ulta.com/p/ari-eau-de-parfum-xlsImpprod13001021?sku=2293165,Ari Eau de Parfum by Ariana Grande is a luscious and sexy fragrance. Playful. Timeless. Confident.,Floral,"Top - crispy pear, pink grapefruitMiddle - juicy raspberry, soft muguet, rose budsBase - vanilla orchid, marshmallow, creamy musk, blonde woods Item 2293165",,,
VersaceÂ,Bright Crystal Eau de Toilette 2 Piece Gift Set,$79.00Kit Price ($116 value)($116 value),,https://www.ulta.com/p/bright-crystal-eau-de-toilette-2-piece-gift-set-pimprod2005336?sku=2546053,"Versace Bright Crystal Sheer sensuality, crystal transparency, and luminous brightness - Bright Crystal, a precious jewel of rare beauty characterized by a fresh, vibrant, flowery scent One of Versace's most beloved jewel-fragrances in the world.",Floral,"Top - Yuzu, Iced Accord, PomegranateMiddle - Peony, Magnolia, Lotus FlowerBase - Acajou, Vegetal Amber, Musk",,,
MUGLERÂ,Angel Eau de Parfum,$100.00 - $195.00,,https://www.ulta.com/p/angel-eau-de-parfum-xlsImpprod3920101?sku=2216772,"Celestial. Delicious. Fearless. ANGEL Eau de Parfum by MUGLER is a sparkling women's perfume with notes of with bergamot, praline, and patchouli leaf.",Warm & SpicyGourmand,BergamotPralinePatchouli Leaf Item 2216772,,,
Donna KaranÂ,Cashmere Mist Eau de Parfum,$78.00 - $135.00,,https://www.ulta.com/p/cashmere-mist-eau-de-parfum-xlsImpprod640940?sku=2222563,"The ultimate layer of luxury. Donna Karan Cashmere Mist is the iconic scent of self-indulgence. A way to treat yourself each and every day, it's an alluring Eau de Parfum infused with essences of Moroccan jasmine, lily of the valley and warm sandalwood.",Floral,Top - Lily of the ValleyMiddle - Moroccan JasmineBase - Sandalwood Item 2222563,,,
Viktor&RolfÂ,Flowerbomb Tiger Lily Eau de Parfum,$145.00 - $182.00,,https://www.ulta.com/p/flowerbomb-tiger-lily-eau-de-parfum-pimprod2044095?sku=2620901,Viktor & Rolf Flowerbomb Tiger Lily Eau de Parfum is a long-lasting warm solar women's fragrance that transports you to a summer oasis.,Floral Ambery Fruity,"Coconut MilkTiger LilyMango, Benzoin Item 2620901",,,
Ellis BrooklynÂ,VANILLA SALT Eau de Parfum,$115.00,,https://www.ulta.com/p/vanilla-salt-eau-de-parfum-pimprod2053635?sku=2645852,"Addictive. Ethereal. Modern. Vanilla meets the sea, VANILLA SALT is a captivating fragrance that plays sweet with salty. Balanced with watery facets and luminous musk, VANILLA SALT is a stunning, sparkling take on gourmand fragrances.",GourmandAquatic,"Top: Mineral Accord, Sea Salt Accord, Desert WaterMiddle: Jasmine Petals, Ylang Ylang, Whipped CreamDry: Vanilla Madagascar Absolute, Benzoin, Luminous Musk, Blonde Woods Item 2645852",,,
CliniqueÂ,Happy Heart Perfume Spray,$65.00 - $108.00,,https://www.ulta.com/p/happy-heart-perfume-spray-VP11392?sku=2135392,"Clinique Happy Heart Perfume Spray is a wealth of flowers, a hint of warmth, a deepening of emotions. Wear it and have a happy heart.",Floral,"Top: mandarin, cucumberMiddle: yellow primrose, water hyacinthBottom: blondewood, sandalwood Item 2135392",,,
VersaceÂ,Dylan Blue Pour Femme Eau de Parfum,$128.00 - $148.00,,https://www.ulta.com/p/dylan-blue-pour-femme-eau-de-parfum-xlsImpprod18381083?sku=2529618,"Versace Dylan Blue Pour Femme Eau de Parfum is sensual and elegant. The fragrance is an alchemy of irresistible notes that arouse, come together, and embrace.",Floral,"Top - Blackcurrant, Granny Smith, Clover Accord, Forget-Me-Not, ShisoliaSmithMiddle - Eglantine Rose, PÃ©talia, Rosyfolia, Icy Infusion of Peach, JasmineBase - Styrax White, Smoothwoods, Musk, Patchouli Coeur Item 2529618",,,
SnifÂ,Me Eau de Toilette,$65.00,,https://www.ulta.com/p/me-eau-de-toilette-pimprod2049587?sku=2634514,"Snif Me Eau de Toilette is a shape-shifting skin scent. It starts off with a hint of plum, peach skin, and white moss, before settling into a blend of orris, sandalwood, and musks.",,"Top: Peach Skin, PlumMiddle: Orris, CaramelDry: White Moss, Orcanox, Musks, Sandalwood, Sublimolide (Vegan Musk) Item 2634514",,,
VersaceÂ,Eros Pour Femme Eau de Toilette,$92.00,,https://www.ulta.com/p/eros-pour-femme-eau-de-toilette-xlsImpprod14921147?sku=2500579,"Versace Eros Pour Femme Eau de Toilette is a sensual and addictive floral, fruity, and woody fragrance.",Floral,"Top - Sicilian Lemon, Mandarin, Raspberry Sorbet, White CurrantMiddle - Freesia, Magnolia, Jasmine Petals, Orange Blossom AbsoluteBase - Ambrox, Sensual Woods, White Patchouli, Musk Item 2500579",,,
Yves Saint LaurentÂ,Mon Paris Eau de Parfum Travel Size Perfume,$35.00,,https://www.ulta.com/p/mon-paris-eau-de-parfum-travel-size-perfume-xlsImpprod14421029?sku=2306792,"Mon Paris Eau de Parfum is the passionate women's fragrance by Yves Saint Laurent with notes of red berry, white datura flower, and white musk.",Warm Floral,Top - red berriesMiddle - white datura flowerBase - white musk Item 2306792,,,
Ariana GrandeÂ,Thank U Next Eau de Parfum,$50.00 - $72.00,,https://www.ulta.com/p/thank-u-next-eau-de-parfum-pimprod2008597?sku=2551012,Optimistically outspoken. Playful yet cool. Thank U Next Eau de Parfum by Ariana Grande. The ultimate fragrance for moving on and looking up.,Floral,"Top - white pear, wild raspberryMiddle - crÃ¨me de coconut, pink rose petalsBase - macaroon sugar, velvet musk Item 2551012",,,
Ralph LaurenÂ,Ralph Eau de Toilette,$103.00,,https://www.ulta.com/p/ralph-eau-de-toilette-VP11080?sku=2050825,"Ralph Eau de Toilette by Ralph Lauren is a fresh and fruity women's fragrance featuring refreshing notes of apple, mandarin, magnolia, and musk.",Fresh Flora & Citrus,"Top - Apple, Citrus Zest, MandarinMiddle - Freesia, Magnolia, Linden FlowerBase - White Musk, Orris Item 2050825",,,
OrebellaÂ,NIGHTCAP Parfum,$72.00 - $100.00,,https://www.ulta.com/p/nightcap-parfum-pimprod2045006?sku=2618385,"'ÃrÉbella founded by Bella Hadid. NIGHTCAP is a delicious gourmand of cozy vanilla and rich woods, wrapped in warmth and depth. Sparkling ginger and cardamom add a layered twist to this warm & spicy aphrodisiac.",Warm & Spicy Gourmand,"Top - ginger, cardamom, guaiacwoodMiddle - vanilla, cistusBase - sandalwood, patchouliPlus Aromatherapy Essential Oils - patchouli essential oil, cistus essential oil, copaiba essential oil Item 2618385",,,
GucciÂ,8 Piece Fragrance Sampling Gift Set,$39.00,,https://www.ulta.com/p/8-piece-fragrance-sampling-gift-set-pimprod2050222?sku=2637180,"Gift Gucci Beauty with eight Gucci fragrances for men and women â for any occasion, day and night.",FloralFougere,Flora Gorgeous Gardenia: Rich White floralFlora Gorgeous Orchid: Floral gourmandBloom Eau de Parfum: Floral Rich WhiteGuilty Pour Femme Eau de Toilette: Ambery floralGuilty Pour Femme Eau de Parfum: Amber FloralGuilty Pour Homme Eau de Toilette: Aromatic FougÃ¨reGuilty Pour Homme Eau de Parfum: Woody AromaticGuilty Pour Homme Parfum: Intense masulinity,,,
CliniqueÂ,Happy Together Perfume Holiday Gift Set,$85.00Kit Price ($112 value)($112 value),,https://www.ulta.com/p/happy-together-perfume-holiday-gift-set-pimprod2030338?sku=2593964,"Clinique Happy Together Fragrance Set is a delightful perfume duo. This holiday gift set doubles the happiness with Clinique's bestselling fragrance in two sizes - one for home, one for travel.",Floral,"Top - ruby red grapefruit, mandarinMiddle - magnolia, lily, morning-dew orchidBase - honeysuckle, lily of the valley",,,
Ellis BrooklynÂ,MYTH Eau de Parfum,$115.00,,https://www.ulta.com/p/myth-eau-de-parfum-pimprod2017166?sku=2570409,"The airy beauty of jasmine petals and tiger orchid meets the sexy, undeniable warmth of liquid musks and white cedarwood. Ellis Brooklyn MYTH Eau de Parfum is a sophisticated fragrance for the senses, for the gods and worthy of the myths it will create.",Floral,"Top - bergamot, ambrette seeds, cassisMiddle - tiger orchid, pink lotus, jasmine petalsBase - patchouli, liquid musks, white cedarwood Item 2570409",,,
CHANELÂ,COCO MADEMOISELLE L'EAU PRIVÃE Eau Pour la Nuit Spray,$116.00 - $150.00,,https://www.ulta.com/p/coco-mademoiselle-leau-privee-eau-pour-la-nuit-spray-pimprod2020309?sku=2568059,"CHANEL COCO MADEMOISELLE L'EAU PRIVÃE Eau Pour la Nuit Eau de Parfum is a delicate, sensual fragrance designed to be worn at night.",Floral,JasmineRose Petal Item 2568059,,,
GucciÂ,Guilty Pour Femme Eau de Toilette,$99.00 - $155.00,,https://www.ulta.com/p/guilty-pour-femme-eau-de-toilette-xlsImpprod2570027?sku=2574979,"Gucci Guilty Pour Femme Eau de Toilette for Women is defined by a signature FougÃ¨re accord of Geranium, commonly used in men's scents. Laced with amber, aromas of intimate and magical Lilac flower radiate warmth and grace with a lasting impression.",Floral,"Top - mandora, pink pepperMiddle - lilacBase - patchouli Item 2574979",,,
Tiffany & Co.Â,Rose Gold Eau de Parfum,$111.00 - $178.00,,https://www.ulta.com/p/rose-gold-eau-de-parfum-pimprod2025965?sku=2583481,"Tiffany & Co. Rose Gold Eau de Parfum draws inspiration from Tiffany's iconic diamond cuts and luminous metals. Vibrant and magnetic, this fruity floral perfume captivates with notes of blackcurrant, blue rose and ambrette seeds.",Floral,Top - blackcurrantMiddle - blue rose accordBase - ambrette seed Item 2583481,,,
SnifÂ,Coco Shimmy Eau de Toilette,$65.00,,https://www.ulta.com/p/coco-shimmy-eau-de-toilette-pimprod2044975?sku=2623602,"Snif Coco Shimmy Eau de Toilette transports you to the golden age of poolside chic with a scent soirÃ©e of creamy coconut, pineapple, sunscreen, surf wax, sandalwood, and tonka bean.",AmberyFruity,"Coconut Milk, Coconut Water, PineappleSandalwood, Tonka Bean, Orcanox, Rum Absolute, Vanilla Absolute Item 2623602",,,
MUGLERÂ,Alien Goddess Eau de Parfum,$100.00 - $185.00,,https://www.ulta.com/p/alien-goddess-eau-de-parfum-pimprod2026644?sku=2583809,"MUGLER Alien Goddess Eau de Parfum is a women's perfume that pairs a divine base of vanilla perfume with jasmine from India overlaid by a burst of fresh Italian bergamot, creating a radiant floral bouquet of notes fit for a goddess.",FloralEarthy & Woody,Top - Sparkling Bergamot from ItalyMiddle - Magnificent Jasmine from IndiaBase - Decadent Vanilla from Madagascar Item 2583809,,,
PhilosophyÂ,Amazing Grace and Fresh Cream Warm Cashmere 2-Piece Mini Gift Set,$35.00Kit Price ($55 value)($55 value),,https://www.ulta.com/p/amazing-grace-fresh-cream-warm-cashmere-2-piece-mini-gift-set-pimprod2047242?sku=2628556,Explore the Philosophy fragrance collection with the Favorite Duo 2-Piece Mini Holiday Gift Set. Dab your body with one of the brand's favorite scents.,,"Amazing Grace Eau de Toilette - bergamot, lily of the valley, muskFresh Cream Warm Cashmere Eau de Toilette - vanilla bean, tangerine, musk",,,
Dolce&GabbanaÂ,The One Eau de Parfum,$129.00 - $152.00,,https://www.ulta.com/p/one-eau-de-parfum-prod481734?sku=2159420,"Sensuous and timeless, Dolce&Gabbana The One Eau de Parfum is the essence of Dolce&Gabbana woman.",Floral,"Bergamot, Mandarin, Lychee, PeachMadonna Lily, Lily of the valley, JasmineVanilla, Amber, Musk, Plum, Vetiver Item 2159420",,,
Lake & SkyeÂ,11 11 Eau de Parfum,$98.00 - $138.00,,https://www.ulta.com/p/11-11-eau-de-parfum-pimprod2009910?sku=2555874,"Lake & Skye's best-selling 11 11 Eau de Parfum is sheer and uplifting with an ethereal vibe. Beautiful and airy, the fragrance is a blend of white ambers and musk. Expect compliments.",Woody,"Top - ozonic accordMiddle - amberwood, cyclamen, marineBase - white musk, driftwood Item 2555874",,,
Jimmy ChooÂ,Fever Eau de Parfum,$80.00 - $140.00,,https://www.ulta.com/p/fever-eau-de-parfum-pimprod2003449?sku=2532969,Jimmy Choo Fever Eau de Parfum is an addictive and sensual fragrance.,Floral,Top - Black Plum NectarMiddle - HeliotropeBase - Roasted Tonka Bean Item 2532969,,,
Marc JacobsÂ,Perfect Eau de Toilette,$82.00 - $142.00,,https://www.ulta.com/p/perfect-eau-de-toilette-pimprod2037022?sku=2605083,"Uplifting and Joyful. The luminous floral Marc Jacobs fragrance celebrates the power of being true to yourself. Introducing Perfect Eau de Toilette, the new fragrance from Marc Jacobs. Perfect Eau de Toilette brings a fresh olfactive facet and a more intimate interpretation of being #PerfectAsIAm.",Floral,Top - Pink PeppercornMiddle - White DaffodilBase - Cedarwood Item 2605083,,,
Juicy CoutureÂ,Viva La Juicy and Just Moi Eau de Parfum 2 Piece Mini Gift Set,$30.00,,https://www.ulta.com/p/viva-la-juicy-just-moi-eau-de-parfum-2-piece-mini-gift-set-pimprod2052599?sku=2645326,"This gift set contains 2 deluxe mini favorite travel sized Juicy Couture fragrances, Viva La Juicy and Just Moi Eau de Parfum, only available at Ulta Beauty.",Viva La Juicy - Amber Floral GourmandJust Moi - Amber Vanilla,"Viva La Juicy - Mandarin, Gardenia & CaramelJust Moi - Cacao Blossom, CrÃ¨me de Cacao & Exclusive Vanilla-Ambrox Co-Infusion Item 2645326",,,
CoachÂ,Coach Dreams Trio Set,$48.00,,https://www.ulta.com/p/coach-dreams-trio-set-pimprod2051572?sku=2640045,"Experience the Dreams fragrance collection with this three piece gift travel spray set that includes a 0.25 fl. oz. Dreams Travel Eau De Parfum Travel Spray, a 0.25 fl.oz.Dreams Sunset Eau de Parfum Travel Spray, and a 0.25 fl. oz. Dreams Moonlight Eau de Parfum Travel Spray.",Floral,Top - Coach Dreams - Juicy Pear & Bitter Orange Coach Dreams Sunset - Pear Coach Dreams Moonlight - Zesty BergamotMiddle - Coach Dreams - Cactus Flower & Gardenia Coach Dreams Sunset - Jasmine Coach Dreams Moonlight - Modern Floral BouqetBase - Coach Dreams - Joshua Tree & Ambroxan Coach Dreams Sunset - Tonka Bean Coach Dreams Moonlight - Sweet Tonka Beans Item 2640045,,,
Dolce&GabbanaÂ,Mini Gift Set Female,$50.00,,https://www.ulta.com/p/mini-gift-set-female-pimprod2051542?sku=2639378,Dolce&Gabbana Women's Mini Gift Set is a tribute to the timeless elegance of the Dolce&Gabbana woman.,,,,,
Donna KaranÂ,Cashmere Mist Eau de Toilette,$72.00 - $115.00,,https://www.ulta.com/p/cashmere-mist-eau-de-toilette-fs801659?sku=2084382,"A lighter way to indulge. Cashmere Mist Eau de Toilette by Donna Karan is the freshest interpretation in the Cashmere Mist collection. A sublime whisper of cashmere, combining essences of Moroccan jasmine, lily of the valley and warm sandalwood.",Floral,Top - Lily of the ValleyMiddle - Moroccan JasmineBase - Sandalwood Item 2084382,,,
LancÃ´meÂ,IdÃ´le Power Eau De Parfum Intense,$72.00 - $162.00,,https://www.ulta.com/p/idole-power-eau-de-parfum-intense-pimprod2049981?sku=2634411,"Lancome's IdÃ´le Power Eau de Parfum Intense, IdÃ´le's first fruity and woody floral fragrance, blends a fruity pomarose reminiscent of a candied apple with creamy, vibrant sandalwood. This base is complemented by the signature IdÃ´le rose for a warm and fruity, long-lasting scent trail.",Woody Floral,"Pomarose: Reminiscent of a candied apple, this pomarose accord opens the fragrance with fruitiness & floralityDamascena Rose: A fresh & warm bouquet redefines the essence of rose at the heartCreamy Sandalwood: A deep & rich woody scent, sustainably sourced in western Australia, gives way to a powerful, and creamy woody base Item 2634411",,,
